GZÜV-ID;Gemeindename;Quartal;G102;G107;G111;G113;G114;G116;G118;G119;G121;G122;G123;G130;G134;G135;G136;G137;G138;G139;G151;G152;G153;G154;G155;G156;G157;G159;G160;G161;G164;G165;G223;G226;G227;G228;G285;G366;G421;G422;G423;G424;G425;G426;G427;G428;G429;G433;
GZÜV-ID;Gemeindename;Quartal;ENTNAHME-DATUM;LUFTTEMPERATUR IN °C;GERUCH;FAERBUNG;TRUEBUNG;WASSERTEMPERATUR °C;PH-WERT;SAUERSTOFFGEHALT mg/l;REDOXPOTENTIAL mV;GESAMTHAERTE °dH;KARBONATHAERTE °dH;FREIE KOHLENSAEURE mg/l;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;KIESELSAEURE mg/l;FLUORID mg/l;DOC mg/l;TOC mg/l;QUELLSCHÜTTUNG l/s;TRITIUM TE;DEUTERIUM d 0/00;SAUERSTOFF 18 d 0/00;RADON-222 Bq/l;ELEKTR. LEITF. (bei 20°C) µS/cm;CADMIUM µg/l;QUECKSILBER µg/l;ZINK µg/l;KUPFER µg/l;ALUMINIUM µg/l;BLEI µg/l;CHROM-GESAMT (filtriert) µg/l;NICKEL µg/l;ARSEN µg/l;URAN µg/l;
"KK72420012";"Hippach";"Q2 1995 (9440)";"09.08.1995";"20";"geruchlos";"farblos ";"keine Trübung";"6.3";"7.64";"11.2";"";"2.92";"2.35";"";"12.49";"5.11";"0.77";"<0,4";"";"";"<0,02";"<0,01";"<0,01";"1.27";"<1";"12.09";"51.3";"<0,014";"";"";"<0,5";"";"71.8";"";"";"";"";"98.56631";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q3 1995 (9510)";"14.09.1995";"14";"geruchlos";"farblos ";"keine Trübung";"6.1";"7.46";"11";"";"2.84";"2.46";"";"12.14";"4.98";"0.78";"<0,4";"";"";"<0,004";"<0,002";"<0,002";"1.43";"<1";"10.81";"53.7";"<0,002";"";"";"<0,5";"";"78.4";"";"";"";"";"94.98208";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q4 1995 (9520)";"15.11.1995";"5";"geruchlos";"farblos ";"keine Trübung";"4.9";"7.48";"10.68";"";"3.25";"2.58";"";"14.99";"5";"0.94";"<0,4";"";"";"<0,02";"<0,01";"<0,001";"1.3";"<1";"14.58";"56.1";"<0,015";"";"";"<0,5";"";"36.4";"";"";"";"";"109.319";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q1 1996 (9530)";"13.05.1996";"7";"geruchlos";"farblos ";"keine Trübung";"4";"7.64";"12.4";"";"2.66";"2.23";"";"11.9";"4.32";"<1";"<2";"";"";"[0,002]";"<0,01";"<0,01";"2.6";"<1";"9.47";"48.7";"[0,003]";"";"";"<0,5";"";"106.9";"";"";"";"";"91.39785";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 1996 (9540)";"25.06.1996";"7.5";"geruchlos";"farblos ";"keine Trübung";"5.7";"";"";"";"2.68";"2.17";"";"11.84";"4.47";"<1";"<2";"";"";"[0,002]";"<0,01";"[0,002]";"2.11";"[1]";"10.32";"47.3";"<0,015";"";"";"<0,5";"";"92.2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q3 1996 (9610)";"30.07.1996";"13";"geruchlos";"farblos ";"keine Trübung";"6.1";"7.36";"10.62";"";"3.1";"2.51";"";"14.47";"4.68";"<1";"<2";"[0,012]";"[0,013]";"[0,004]";"[0,002]";"[0,0006]";"1.6";"[0,27]";"12.27";"54.6";"<0,0049";"";"[0,08]";"<0,5";"";"61";"";"";"";"";"102.32975";"[0,1]";"[0,05]";"[7]";"1.7";"<10";"<1";"[0,6]";"[0,6]";"1.3";"";
"KK72420012";"Hippach";"Q4 1996 (9620)";"11.11.1996";"10.5";"geruchlos";"farblos ";"keine Trübung";"4.8";"7.24";"10.65";"";"3.02";"2.53";"";"13.3";"5.03";"<1";"<2";"[0,012]";"[0,013]";"[0,003]";"[0,002]";"[0,002]";"1.73";"[0,29]";"11.69";"55.2";"<0,015";"";"[0,08]";"<0,5";"";"49.2";"";"";"";"";"99.46237";"<0,2";"[0,06]";"[0,01]";"[0,6]";"10";"[0,6]";"[0,6]";"4.5";"1.1";"";
"KK72420012";"Hippach";"Q1 1997 (9630)";"19.02.1997";"-5";"geruchlos";"farblos ";"keine Trübung";"2.9";"7.58";"11.36";"";"3.28";"2.66";"";"15.4";"4.93";"1.05";"<2";"[0,012]";"[0,012]";"[0,002]";"<0,01";"<0,01";"1.52";"[0,24]";"15.38";"58";"<0,015";"";"[0,08]";"<0,5";"";"28.1";"";"";"";"";"111.11111";"[0,12]";"[0,07]";"[4,8]";"[0,6]";"53";"[0,6]";"<1";"[0,4]";"<1";"";
"KK72420012";"Hippach";"Q2 1997 (9640)";"03.06.1997";"10";"geruchlos";"farblos ";"keine Trübung";"4.2";"7.57";"11.7";"";"2.4";"2.12";"";"10.4";"4.13";"<1";"<2";"0.022";"<0,02";"<0,02";"<0,01";"[0,001]";"1.66";"[0,17]";"8.68";"46.2";"<0,015";"";"<0,1";"<0,5";"";"83";"";"";"";"";"84.22939";"[0,07]";"[0,06]";"[4,5]";"[0,5]";"11";"[0,6]";"[0,6]";"[0,4]";"[0,5]";"";
"KK72420012";"Hippach";"Q3 1998 (9810)";"21.07.1998";"28";"geruchlos";"farblos ";"keine Trübung";"";"7.27";"12";"";"2.85";"2.52";"";"12.5";"4.8";"<1";"<2";"<0,02";"[0,0005]";"[0,00266]";"[0,002]";"<0,01";"1.35";"[0,13]";"11.6";"54.85";"<0,015";"";"";"<0,5";"";"83";"";"";"";"";"95.87814";"[0,02]";"[0,04]";"[2,2]";"2.84";"[1,37]";"[0,1]";"[0,2]";"[0,12]";"<1";"";
"KK72420012";"Hippach";"Q4 1998 (9820)";"20.10.1998";"3";"geruchlos";"farblos ";"keine Trübung";"5.9";"7.42";"10.97";"";"3.02";"2.48";"";"13.3";"5.03";"<1";"<2";"[0,0011]";"[0,0007]";"[0,00213]";"[0,0024]";"[0,001]";"1.38";"<1";"12.5";"54.06";"<0,015";"";"";"<0,5";"";"54";"";"";"";"";"99.46237";"[0,06]";"[0,01]";"[1,1]";"[0,23]";"<10";"[0,04]";"[0,23]";"[0,26]";"[0,22]";"";
"KK72420012";"Hippach";"Q1 1999 (9830)";"09.03.1999";"6";"geruchlos";"farblos ";"keine Trübung";"3.2";"7.63";"9.23";"";"3.39";"2.81";"";"15.7";"5.2";"1.11";"<2";"[0,0012]";"[0,0007]";"<0,02";"<0,01";"[0,0024]";"1.4";"<1";"15.5";"61.2";"<0,015";"";"";"<0,5";"";"26";"";"";"";"";"112.90323";"[0,05]";"[0,03]";"[1,1]";"1.49";"<10";"[0,11]";"[0,27]";"[0,1]";"<1";"";
"KK72420012";"Hippach";"Q2 1999 (9840)";"28.04.1999";"10";"geruchlos";"farblos ";"keine Trübung";"3.3";"7.7";"11.5";"";"2.5";"2.14";"";"10.9";"4.24";"<1";"<2";"<0,02";"[0,0005]";"[0,00287]";"[0,0024]";"[0,0009]";"9.4";"3.29";"5.74";"46.62";"<0,015";"";"";"<0,5";"";"97";"";"";"";"";"85.12545";"[0,05]";"[0,02]";"[1,8]";"<1";"<10";"[0,17]";"[0,25]";"[0,18]";"<1";"";
"KK72420012";"Hippach";"Q3 1999 (9910)";"18.08.1999";"11";"geruchlos";"farblos ";"keine Trübung";"6";"7.35";"10.66";"";"2.49";"2.38";"";"11.2";"3.98";"<1";"<2";"[0,0019]";"[0,0007]";"[0,00173]";"<0,01";"[0,0008]";"1.06";"<1";"12.5";"51.8";"<0,015";"";"";"<0,5";"";"61";"";"";"";"9.01";"98.56631";"<0,2";"<0,2";"<20";"2.7";"[0,9]";"[0,16]";"[0,05]";"[0,2]";"[0,21]";"";
"KK72420012";"Hippach";"Q4 1999 (9920)";"13.10.1999";"8";"geruchlos";"farblos ";"keine Trübung";"5.9";"7.47";"10.7";"";"3.16";"2.48";"";"14.2";"5.12";"<1";"<2";"0.021";"[0,0005]";"[0,00113]";"[0,0006]";"<0,01";"1.38";"<1";"13.5";"53.94";"<0,015";"";"";"<0,5";"";"59";"";"";"";"";"103.04659";"[0,05]";"[0,01]";"<20";"1.71";"<10";"[0,2]";"[0,09]";"[0,23]";"<1";"";
"KK72420012";"Hippach";"Q1 2000 (A010)";"26.01.2000";"-10";"geruchlos";"farblos ";"keine Trübung";"3.7";"6.7";"10.9";"";"3.42";"2.64";"";"15.8";"5.29";"1.04";"<2";"[0,0016]";"[0,0007]";"[0,00138]";"[0,0024]";"[0,0022]";"1.45";"<1";"16.3";"57.48";"<0,015";"";"";"<0,5";"";"28.1";"";"";"";"";"85.12545";"<0,2";"[0,04]";"[1,4]";"[0,09]";"<10";"[0,2]";"[0,08]";"[0,16]";"<1";"";
"KK72420012";"Hippach";"Q2 2000 (A020)";"12.04.2000";"5";"geruchlos";"farblos ";"keine Trübung";"3.1";"7.41";"";"";"3.06";"2.55";"";"13.7";"4.97";"<1";"<2";"[0,002]";"[0,0006]";"[0,00182]";"<0,01";"[0,0004]";"1.99";"[0,187]";"10.8";"55.65";"<0,015";"";"";"<0,5";"";"49.2";"";"";"";"";"107.52688";"<0,2";"[0,04]";"[1]";"[0,12]";"<10";"[0,06]";"[0,1]";"<1";"[0,1]";"";
"KK72420012";"Hippach";"Q3 2001 (A130)";"25.07.2001";"15.1";"geruchlos";"farblos ";"keine Trübung";"5.8";"7.45";"10.99";"";"2.67";"2.23";"";"11.7";"4.47";"<1";"<2";"<0,02";"[0,0005]";"<0,02";"[0,0012]";"[0,0018]";"1.51";"<1";"11";"48.5";"<0,015";"";"";"0.56";"";"100";"";"";"";"";"89.60573";"[0,08]";"[0,01]";"[0,5]";"[0,33]";"<10";"[0,23]";"[0,33]";"[0,3]";"[0,28]";"";
"KK72420012";"Hippach";"Q4 2001 (A140)";"10.10.2001";"12";"geruchlos";"farblos ";"keine Trübung";"6.3";"7.4";"10.95";"";"3.11";"2.44";"";"13.9";"5.1";"<1";"<2";"[0,0013]";"[0,0006]";"<0,02";"[0,0014]";"[0,0006]";"1.15";"<1";"14";"53.3";"<0,015";"";"";"[0,103]";"";"51.1";"";"";"";"";"104.83871";"[0,04]";"[0,01]";"[1,7]";"[0,11]";"<10";"[0,19]";"[0,16]";"[0,09]";"<1";"";
"KK72420012";"Hippach";"Q1 2003 (A310)";"11.02.2003";"0";"geruchlos";"farblos ";"keine Trübung";"3.2";"7.5";"11.79";"";"3.38";"2.68";"";"15.7";"5.16";"<1";"<2";"[0,0005]";"[0,0004]";"[0,0024]";"[0,0031]";"[0,0022]";"1.31";"<1";"16.1";"58.5";"<0,015";"";"";"<0,5";"";"26.5";"";"";"";"";"112.00717";"[0,02]";"<0,2";"<20";"[0,22]";"<10";"[0,28]";"[0,27]";"[0,2]";"<1";"";
"KK72420012";"Hippach";"Q2 2003 (A320)";"21.05.2003";"5";"geruchlos";"farblos ";"keine Trübung";"4.2";"7.55";"12.3";"";"2.49";"2.09";"";"10.9";"4.17";"<1";"<2";"<0,02";"[0,0006]";"[0,0013]";"[0,0033]";"<0,01";"1.85";"<1";"11.8";"45.5";"[0,0043]";"";"";"<0,5";"";"92.2";"";"";"";"";"81.54122";"[0,08]";"[0,04]";"[0,7]";"<1";"<10";"[0,33]";"[0,3]";"[0,25]";"<1";"";
"KK72420012";"Hippach";"Q3 2003 (A330)";"17.09.2003";"14";"geruchlos";"farblos ";"keine Trübung";"7.1";"7.6";"9.93";"";"3.31";"2.52";"";"15.5";"4.96";"<1";"<2";"[0,0005]";"[0,0003]";"[0,0044]";"<0,01";"[0,0012]";"1.37";"<1";"16.8";"54.9";"<0,015";"";"";"[0,179]";"";"16.5";"";"";"";"";"109.319";"[0,05]";"<0,2";"[2,9]";"<1";"<10";"<1";"[0,24]";"1.08";"1.14";"";
"KK72420012";"Hippach";"Q4 2003 (A340)";"19.11.2003";"6";"geruchlos";"farblos ";"keine Trübung";"5";"7.35";"10.87";"";"3.45";"2.62";"";"15.5";"5.53";"1";"<2";"[0,0012]";"[0,0002]";"<0,02";"<0,01";"[0,0005]";"1.48";"<1";"15.7";"57";"<0,015";"";"";"<0,5";"";"36.4";"";"";"";"";"109.319";"[0,03]";"[0,01]";"[1]";"<1";"[0,4]";"<1";"[0,33]";"[0,36]";"<1";"";
"KK72420012";"Hippach";"Q1 2004 (A410)";"28.01.2004";"-7";"geruchlos";"farblos ";"keine Trübung";"3.6";"7.63";"10.83";"";"3.67";"2.72";"";"16.9";"5.65";"1.14";"<2";"[0,0023]";"[0,0009]";"[0,00214]";"[0,0022]";"[0,001]";"1.5";"[0,102]";"17.5";"59.2";"<0,015";"";"";"<0,5";"";"24";"";"";"";"";"116.48746";"[0,02]";"<0,2";"2.7";"<1";"<10";"[0,08]";"[0,13]";"[0,15]";"1.06";"";
"KK72420012";"Hippach";"Q2 2004 (A420)";"08.06.2004";"21";"geruchlos";"farblos ";"keine Trübung";"4.5";"7.51";"10.85";"";"2.29";"2.14";"";"9.68";"4.03";"<1";"<2";"<0,01";"[0,0003]";"[0,00278]";"[0,0023]";"[0,0021]";"2.03";"<1";"8.34";"46.7";"<0,015";"";"";"<0,5";"";"97";"";"";"";"";"85";"[0,03]";"[0,01]";"2";"<1";"<10";"<1";"[0,11]";"[0,4]";"<1";"";
"KK72420012";"Hippach";"Q3 2004 (A430)";"10.08.2004";"23";"geruchlos";"farblos ";"keine Trübung";"6.2";"7.37";"10.6";"";"3.1";"2.46";"";"13.7";"5.13";"<1";"<2";"<0,01";"[0,0002]";"<0,02";"[0,0018]";"[0,0009]";"1.18";"[0,103]";"18";"53.69";"<0,015";"";"";"[0,16]";"";"51.1";"";"";"";"";"114";"[0,04]";"[0,04]";"1.9";"<1";"<10";"<1";"[0,33]";"[0,12]";"<1";"";
"KK72420012";"Hippach";"Q4 2004 (A440)";"09.11.2004";"-1";"geruchlos";"farblos ";"keine Trübung";"5.8";"7.42";"10.36";"";"3.05";"2.56";"";"13.8";"4.89";"<1";"<2";"[0,0016]";"[0,0005]";"[0,0034]";"[0,0033]";"[0,0008]";"1.36";"<1";"17.9";"55.89";"<0,015";"";"";"<0,5";"";"40";"";"";"";"";"116";"[0,07]";"[0,01]";"4.2";"<1";"[1,1]";"[0,24]";"[0,22]";"[0,24]";"<1";"";
"KK72420012";"Hippach";"Q1 2006 (A610)";"01.02.2006";"1";"geruchlos";"farblos ";"keine Trübung";"3.4";"7.26";"11.7";"";"3.47";"2.61";"";"16.4";"5.11";"1.1";"<2";"<0,01";"[0,0005]";"<0,02";"0.0102";"[0,0003]";"1.29";"<1";"20.5";"56.87";"<0,015";"";"";"[0,2]";"";"25";"";"";"";"";"126";"<0,2";"[0,07]";"4.8";"<1";"[1,1]";"<1";"[0,21]";"[0,17]";"<1";"";
"KK72420012";"Hippach";"Q2 2006 (A620)";"23.05.2006";"8";"geruchlos";"farblos ";"keine Trübung";"4.3";"7.1";"10.5";"";"2.25";"1.94";"";"9.58";"3.96";"<1";"<2";"<0,01";"[0,0003]";"[0,00318]";"[0,0027]";"[0,0007]";"1.91";"<1";"9";"42.16";"<0,015";"";"";"[0,17]";"";"94.7";"";"";"";"";"83";"[0,03]";"<0,2";"2.4";"<1";"[1,4]";"<1";"[0,38]";"[0,31]";"<1";"";
"KK72420012";"Hippach";"Q3 2006 (A630)";"29.08.2006";"9";"geruchlos";"farblos ";"keine Trübung";"6.9";"7.24";"9.3";"";"2.87";"2.19";"";"13";"4.58";"<1";"<2";"<0,01";"[0,0004]";"<0,02";"[0,0022]";"<0,01";"1.97";"<1";"13.6";"47.68";"<0,015";"";"";"<0,5";"";"18";"";"";"";"";"102";"[0,02]";"[0,03]";"3.1";"<1";"<10";"<1";"[0,22]";"<1";"<1";"";
"KK72420012";"Hippach";"Q4 2006 (A640)";"10.10.2006";"10";"geruchlos";"farblos ";"keine Trübung";"6.4";"6.75";"9.4";"";"3.18";"2.43";"";"14.2";"5.18";"<1";"<2";"<0,01";"[0,0002]";"<0,02";"<0,01";"<0,01";"1.27";"[0,0902]";"17.7";"52.85";"<0,015";"";"";"[0,16]";"";"n.a.";"";"";"";"";"116";"[0,04]";"<0,2";"3.2";"<1";"[2]";"<1";"<1";"<1";"1.04";"";
"KK72420012";"Hippach";"Q1 2007 (A710)";"14.03.2007";"6";"geruchlos";"farblos ";"keine Trübung";"3.5";"7.33";"10.4";"";"3.3";"2.6";"";"15.3";"5.02";"1.02";"<2";"<0,02";"[0,0007]";"<0,02";"[0,0026]";"[0,0008]";"1.64";"<1";"16.9";"56.5";"<0,015";"";"";"<0,5";"";"28.1";"";"";"";"";"120";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2007 (A720)";"07.05.2007";"7";"geruchlos";"farblos ";"keine Trübung";"4.6";"7.3";"10.1";"";"2.93";"2.26";"";"13";"4.78";"<1";"<2";"<0,02";"[0,0009]";"<0,02";"[0,0033]";"[0,0013]";"1.71";"[0,099]";"12.8";"49.1";"[0,002]";"";"";"[0,194]";"";"61.1";"";"";"";"";"100";"[0,07]";"[0,01]";"<20";"<1";"[2]";"<1";"[0,11]";"[0,24]";"<1";"";
"KK72420012";"Hippach";"Q3 2007 (A730)";"17.09.2007";"14";"geruchlos";"farblos ";"keine Trübung";"6.1";"6.6";"10.1";"";"2.83";"2.31";"";"12.1";"4.94";"<1";"<2";"<0,02";"[0,0006]";"[0,0033]";"[0,003]";"<0,01";"1.9";"[0,084]";"11.6";"50.2";"[0,0058]";"";"";"<0,5";"";"80";"";"";"";"";"99";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q4 2007 (A740)";"18.12.2007";"-1";"geruchlos";"farblos ";"keine Trübung";"4.1";"7.1";"10.2";"";"3.33";"2.54";"";"15";"5.32";"1.03";"<2";"<0,02";"[0,0007]";"<0,02";"<0,01";"[0,0009]";"1.58";"[0,093]";"17.7";"55.3";"<0,015";"";"";"[0,17]";"";"28.1";"";"";"";"";"119";"[0,07]";"[0,02]";"<20";"<1";"[2,4]";"<1";"<1";"[0,23]";"<1";"";
"KK72420012";"Hippach";"Q2 2008 (A820)";"28.04.2008";"10";"geruchlos";"farblos ";"keine Trübung";"3.8";"7";"12";"";"2.78";"2.2";"";"12.3";"4.62";"<1";"<2";"<0,02";"[0,0007]";"<0,02";"[0,001]";"[0,0012]";"2.9";"[0,16]";"10.3";"48";"[0,0048]";"";"";"<0,5";"";"70";"";"";"";"";"97";"<0,2";"[0,01]";"<20";"<1";"[1,6]";"<1";"<1";"[0,09]";"<1";"";
"KK72420012";"Hippach";"Q4 2008 (A840)";"09.09.2008";"14";"geruchlos";"farblos ";"keine Trübung";"6.8";"6.92";"10.06";"";"3.24";"2.48";"";"14.2";"5.44";"<1";"<2";"<0,02";"[0,0005]";"[0,005]";"0.011";"[0,0014]";"1.28";"<1";"16.4";"53.9";"<0,015";"";"";"<0,5";"";"41.7";"";"";"";"";"115";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2009 (A920)";"22.06.2009";"6";"geruchlos";"farblos ";"keine Trübung";"4.9";"7.36";"12.4";"";"2.62";"2.04";"";"11.4";"4.47";"<1";"<2";"<0,02";"[0,0002]";"[0,0028]";"<0,01";"<0,01";"1.49";"<1";"12";"44.3";"<0,015";"";"";"<0,5";"";"17";"";"";"";"";"92";"<0,2";"[0,02]";"<20";"<1";"[0,9]";"[0,19]";"[0,2]";"[0,18]";"[0,35]";"";
"KK72420012";"Hippach";"Q4 2009 (A940)";"17.11.2009";"11";"geruchlos";"farblos ";"keine Trübung";"5.4";"7.7";"10.09";"";"3.31";"2.51";"";"14.7";"5.44";"<1";"<2";"<0,02";"[0,0006]";"<0,02";"<0,006";"[0,0018]";"1.66";"<1";"15.7";"54.6";"<0,009";"";"";"<0,5";"";"33";"";"";"";"";"116";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2010 (B020)";"23.06.2010";"10";"geruchlos";"farblos ";"keine Trübung";"4.9";"7.62";"10.84";"";"3.04";"2.16";"";"14";"4.7";"<1";"<2";"<0,02";"<0,02";"[0,0024]";"[0,0022]";"<0,006";"1.85";"<1";"13.7";"47.1";"<0,009";"";"";"<0,5";"";"65.3";"";"";"";"";"99";"[0,04]";"<0,2";"<20";"<1";"<10";"<1";"<1";"2.85";"<1";"";
"KK72420012";"Hippach";"Q4 2010 (B040)";"18.10.2010";"0";"geruchlos";"farblos ";"keine Trübung";"6";"7.55";"10.11";"";"n.a.";"2.56";"";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"<0,006";"<0,006";"1.53";"<1";"17.6";"55.8";"<0,009";"";"";"<0,5";"";"36";"";"";"";"";"105";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2011 (B120)";"24.05.2011";"16";"geruchlos";"farblos ";"keine Trübung";"4.7";"7.7";"10.78";"";"2.9";"2.18";"";"12.3";"5.1";"<1";"<2";"<0,02";"<0,02";"[0,0047]";"<0,006";"<0,006";"1.96";"<1";"11.8";"47.4";"<0,009";"";"";"<0,5";"";"65";"";"";"";"";"96";"<0,2";"[0,08]";"<20";"<1";"[2,1]";"<1";"[0,3]";"<1";"<1";"";
"KK72420012";"Hippach";"Q4 2011 (B140)";"24.10.2011";"0";"geruchlos";"farblos ";"keine Trübung";"5.9";"7.4";"10.1";"";"3.19";"2.44";"";"13.7";"5.49";"<1";"<2";"<0,02";"[0,0003]";"[0,002]";"<0,006";"<0,006";"1.77";"<1";"14.7";"53.1";"<0,009";"";"";"<0,5";"";"51";"";"";"";"";"111";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2012 (B220)";"25.04.2012";"3";"geruchlos";"farblos ";"keine Trübung";"3.8";"7.63";"10.56";"";"3.11";"2.6";"";"13.8";"5.12";"<1";"<2";"<0,02";"[0,0003]";"<0,02";"<0,006";"[0,0013]";"2.36";"<1";"12.5";"56.5";"<0,009";"";"";"<0,5";"";"39";"";"";"";"";"109";"[0,03]";"<0,2";"<20";"[0,09]";"[0,7]";"[0,15]";"[0,21]";"[0,08]";"<1";"";
"KK72420012";"Hippach";"Q4 2012 (B240)";"23.10.2012";"11";"geruchlos";"farblos ";"keine Trübung";"6.3";"7.46";"10.31";"";"3.05";"2.38";"";"13.5";"5.08";"<1";"<2";"<0,02";"[0,0005]";"<0,02";"<0,006";"<0,006";"1.26";"<1";"16.2";"51.9";"<0,009";"";"";"<0,5";"";"48";"";"";"";"";"110";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2013 (B320)";"24.04.2013";"11";"geruchlos";"farblos";"keine Trübung";"4";"7.55";"11.19";"";"2.93008";"2.22918";"";"12.91254";"4.87047";"<1";"<2";"<0,02";"[0,0014]";"<0,02";"[0,00293]";"0.00658";"2.95424";"<1";"9.81875";"48.50852";"<0,009";"";"";"<0,5";"";"83";"";"";"";"";"96";"[0,022215]";"[0,0140831]";"<5";"<1";"<10";"<1";"[0,12393]";"[0,22042]";"<1";"<1";
"KK72420012";"Hippach";"Q3 2013 (B330)";"27.08.2013";"9";"geruchlos";"farblos";"keine Trübung";"6.6";"7.41";"10.96";"";"3.15543";"2.25161";"";"13.99879";"5.18853";"<1";"<2";"[0,00177]";"[0,00123]";"[0,00267]";"<0,006";"<0,006";"1.86034";"<1";"15.38642";"48.99665";"<0,009";"";"";"<0,5";"";"70";"";"";"";"";"107";"[0,02006]";"[0,0656691]";"<5";"<1";"<10";"[0,27803]";"<1";"<1";"1.03099";"<1";
"KK72420012";"Hippach";"Q4 2013 (B340)";"08.10.2013";"7";"geruchlos";"farblos";"keine Trübung";"6.4";"7.66";"10.59";"";"3.22872";"2.47032";"";"14.3589";"5.28786";"<1";"<2";"<0,02";"[0,00042]";"[0,00237]";"<0,006";"[0,00074]";"1.4082";"<1";"17.21391";"53.75598";"<0,009";"";"";"<0,5";"";"49";"";"";"";"";"114";"<0,2";"<0,2";"<5";"<1";"<10";"<1";"<1";"[0,09487]";"<1";"<1";
"KK72420012";"Hippach";"Q2 2014 (B420)";"10.06.2014";"23";"geruchlos";"farblos";"keine Trübung";"5.1";"7.74";"11.26";"";"3.0496";"2.23198";"";"13.23044";"5.19578";"<1";"<2";"[0,00179]";"[0,00108]";"<0,02";"[0,00155]";"<0,01";"1.24741";"<1";"13.1671";"48.56953";"<0,015";"";"";"<0,5";"";"61";"";"";"";"";"99";"[0,022196]";"<0,2";"[0,713659]";"[0,12372]";"[1,34209]";"[0,08023]";"<1";"[0,22559]";"<1";"<1";
"KK72420012";"Hippach";"Q4 2014 (B440)";"14.10.2014";"9";"geruchlos";"farblos";"keine Trübung";"6.5";"7.48";"10.18";"";"3.543";"2.58809";"";"15.78498";"5.78535";"<1";"<2";"[0,00138]";"[0,00058]";"[0,00435]";"<0,01";"<0,01";"1.3126";"<1";"18.61247";"56.31869";"<0,015";"";"";"<0,5";"";"36";"";"";"";"";"121";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2015 (B520)";"17.06.2015";"10";"geruchlos";"farblos";"keine Trübung";"5.2";"7.41";"11.44";"";"2.77442";"2.18712";"";"11.8406";"4.84577";"<1";"<2";"<0,02";"[0,00135]";"[0,00281]";"<0,01";"<0,01";"1.33902";"<1";"13.60845";"47.59326";"<0,015";"";"";"<0,5";"";"57";"";"";"";"";"100";"[0,019516]";"<0,2";"10.062004";"<1";"[1,22883]";"[0,11856]";"<1";"[0,09284]";"<1";"<1";
"KK72420012";"Hippach";"Q4 2015 (B540)";"11.11.2015";"6";"geruchlos";"farblos";"keine Trübung";"6";"7.66";"10.6";"";"3.57107";"2.5937";"";"16.09041";"5.7218";"1.00717";"<2";"[0,00176]";"[0,00087]";"[0,00273]";"[0,00184]";"[0,0007]";"1.20824";"<1";"19.82391";"56.44073";"<0,015";"";"";"<0,5";"";"33";"";"";"";"";"125";"";"";"";"";"";"";"";"";"";"";
"KK72420012";"Hippach";"Q2 2016 (B620)";"08.06.2016";"15";"geruchlos";"farblos";"keine Trübung";"5";"7.53";"10.52";"";"2.9196";"2.44228";"";"12.35868";"5.16092";"<1";"<2";"[0,00041]";"[0,00067]";"[0,00193]";"0.00743";"[0,00151]";"2.90378";"<1";"10.44852";"53.14581";"<0,015";"";"";"<0,5";"";"15.8";"";"";"";"";"102";"[0,025818]";"[0,018025]";"<5";"<1";"[0,5567]";"[0,12132]";"<1";"[0,27332]";"<1";"<1";
"KK72420012";"Hippach";"Q2 2017 (B720)";"15.05.2017";"7";"geruchlos";"farblos";"keine Trübung";"4.2";"7.54";"12.97";"";"2.81098";"2.32732";"";"12.02311";"4.89356";"<1";"<2";"[0,00124]";"[0,00104]";"[0,00206]";"[0,00269]";"[0,00076]";"2.26979";"<1";"10.72871";"50.64411";"<0,015";"";"";"<0,5";"";"82.9";"";"";"";"";"99";"[0,01152]";"<0,2";"7.03729";"[0,14606]";"[1,86876]";"<1";"[0,22523]";"[0,23413]";"<1";"<1";
